Event ID,Ticket Number,Incident ID,Charger,Serial / Main Asset,Outlet,Fault Codes,Suggested Failure Date,Failure Date Source,Ticket Created,First CableTempSensor Evidence Date,Template yyyy-mm-dd (Review Only),Suggested Label,Confidence Reason,Final Label,Manual Failure Date,Possible Duplicate <=30d,Duplicate Group,Another Event <=90d,Title,Description,Root Cause,Solution,Repair Completed,Repair Evidence Date,Repair Evidence,Fault Flags,Multi-Fault Ticket,Other DC Fault Codes,Match Locations,First CableTempSensor Evidence,Match Count,JSON File
0378364_DC2,0378364,abe97ee8-b354-4be3-9703-a6108f101182,hlZAdr,Y2 / R7 313065117145,DC2,DC2_CABLETEMPSENSOR_XD101,2024-09-09T07:42:47Z,ticket_created,2024-09-09T07:42:47Z,2024-09-09T07:42:47Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; diagnostic fault flags; completed repair/resolution evidence,,,,,,ID0378364-DC/Si-D/TR-[Y2 / R7 313065117145] DC2_CableTempSensor_XD101,"Reported behaviour/issue:
DC2_CableTempSensor_XD101"" error. (VIV:0 RNE:1 KON:1) And also have ""DC2 Errorcode:4""
Root cause:
readings show more than 10000ºC in SECC
Solution:
Replace cable → temperature sensor is faulty
On DAMEX Sanctioned List:
Siemens
Warranty Status:
Active",readings show more than 10000ºC in SECC,Replace cable → temperature sensor is faulty,Yes,2024-09-23T09:43:16Z,"ID0378364-DC/Si-D/TR-[Y2 / R7 313065117145] DC2_CableTempSensor_XD101 CRM:00798001301 Hi Yunus, Thanks for Field service report. Since your issue has been resolved, we will be proceeding with closing the service ticket# 0378364. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank and Best Regards, eMobility Tech Support Team - Giridhar ""Gary"" Please do not change the subject of this Email when replying to it.",VIV:0; RNE:1; KON:1,No,,additional_info[16].subject; additional_info[17].body; additional_info[3].body; additional_info[3].subject; additional_info[4].subject; additional_info[5].subject; additional_info[6].subject; additional_info[8].subject; additional_info[9].subject; description; title,"ID0378364-DC/Si-D/TR-[Y2 / R7 313065117145] DC2_CableTempSensor_XD101 Reported behaviour/issue: DC2_CableTempSensor_XD101"" error. (VIV:0 RNE:1 KON:1) And also have ""DC2 Errorcode:4"" Root cause: readings show more than 10000ºC in SECC Solution: Replace cable → temperature sensor is faulty On DAMEX Sanctioned List: Siemens Warranty Status: Active",11,abe97ee8-b354-4be3-9703-a6108f101182.json
0376669_DC2,0376669,a234af11-dc65-ef11-bfe2-002248a155a0,cxGiFJ,MP / N8 160355321,DC2,DC2_CABLETEMPSENSOR_XD101,2024-08-29T07:55:42Z,ticket_created,2024-08-29T07:55:42Z,2024-08-29T07:55:42Z,,POSITIVE_MEDIUM,exact CableTempSensor fault code in title/description,,,,,Yes,ID0376669-DC/Si-D/DE[160355321] - EVSE Stop ohne Zutun des Fahrers,"Reported behaviour/issue:
Charging session interrupted 2 times in the space of ~5min
Root cause:
DC2_CableTempSensor_XD101 changed to True
Solution:
Not an issue anymore
On DAMEX Sanctioned List:
Siemens
Warranty Status:
Expired
NOTE FROM L2:
According to AWS there are only 5 instances this last month that had this 20th/26th/28th",DC2_CableTempSensor_XD101 changed to True,Not an issue anymore,No,,,,No,,additional_info[6].body; description,ID0376669-DC/Si-D/DE[160355321] - EVSE Stop ohne Zutun des Fahrers Reported behaviour/issue: Charging session interrupted 2 times in the space of ~5min Root cause: DC2_CableTempSensor_XD101 changed to True Solution: Not an issue anymore On DAMEX Sanctioned List: Siemens Warranty Status: Expired NOTE FROM L2: According to AWS there are only 5 instances this last month that had this 20th/26th/28th,2,a234af11-dc65-ef11-bfe2-002248a155a0.json
0376663_DC2,0376663,ddab066e-da65-ef11-bfe2-000d3ab98db9,jQVpnB,MP / R9 170002554,DC2,DC2_CABLETEMPSENSOR_XD101,2024-08-29T07:43:53Z,ticket_created,2024-08-29T07:43:53Z,2024-08-29T07:43:53Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; completed repair/resolution evidence,,,,,,ID03766630-DC/Si-D/IT-[MP / R9 170002554] DC2_CableTempSensor_XD101,"Reported behavior/issue:
DC2_CableTempSensor_XD101
Root cause:
Solution:Cable replaced
On DAMEX Sanctioned List:NO
Warranty Status:ACTIVE",Solution:Cable replaced,Cable replaced,Yes,2024-09-30T16:47:28Z,"RE: A new case manager was assigned to 0376663 CRM:00225097297 Dear Luca, Since your issue has been resolved, we will be proceeding with closing the service ticket# 0376663. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Ankita Khobare Please do not change the subject of this Email when replying to it.",,No,,additional_info[15].body; additional_info[2].body; additional_info[2].subject; additional_info[3].subject; description; title,ID03766630-DC/Si-D/IT-[MP / R9 170002554] DC2_CableTempSensor_XD101 Reported behavior/issue: DC2_CableTempSensor_XD101 Root cause: Solution:Cable replaced On DAMEX Sanctioned List:NO Warranty Status:ACTIVE,6,ddab066e-da65-ef11-bfe2-000d3ab98db9.json
0375443_DC2,0375443,72ae63ad-ea5f-ef11-bfe3-002248a44b33,4ChOAC,Y2 / PN 312569868/12,DC2,DC2_CABLETEMPSENSOR_XD101,2024-08-21T18:25:10Z,ticket_created,2024-08-21T18:25:10Z,2024-08-21T18:25:10Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language,,,,,,ID0375443-DC/Si-D/FR-[4ChOAC] DC2_CableTempSensor_XD101 Error,"Reported behavior/issue:
The outlet 2 (CCS2) of this charger is unavailable because of an error on SCB ""Cable Temperature sensor"".
Root cause:
Solution:
On DAMEX Sanctioned List:  No
Warranty Status: 12/25/2024 (RC to CX)",Solution:,On DAMEX Sanctioned List: No,No,,,,No,,additional_info[12].body; additional_info[12].subject; additional_info[14].subject; additional_info[3].body; additional_info[3].subject; additional_info[6].subject; title,"ID0375443-DC/Si-D/FR-[4ChOAC] DC2_CableTempSensor_XD101 Error Reported behavior/issue: The outlet 2 (CCS2) of this charger is unavailable because of an error on SCB ""Cable Temperature sensor"". Root cause: Solution: On DAMEX Sanctioned List: No Warranty Status: 12/25/2024 (RC to CX)",7,72ae63ad-ea5f-ef11-bfe3-002248a44b33.json
0373540_DC1,0373540,ed4338e4-4756-ef11-bfe3-002248a44b33,7JsGX4,MP / N9 160381801,DC1,DC1_CABLETEMPSENSOR_XD100,2024-08-09T17:12:59Z,additional_info,2024-08-09T12:07:14Z,2024-08-09T17:12:59Z,,REVIEW,failure/error language; diagnostic fault flags,,,,,,ID0373540-DC/Si-D/DE- [MP / N9 160381801] Charging point is out of service,"Reported behavior/issue:
Charging point is out of service
Root cause: NA
Solution: Replaced cable and ECoG
On DAMEX Sanctioned List: No
Warranty Status:  9/1/2024",NA,Replaced cable and ECoG,No,,,VIV:0; PLE:1; KON:1,No,,additional_info[6].body,"ID0373540-DC/Si-D/DE- [MP / N9 160381801] Charging point is out of service CRM:02023000079 Hello Team, Over the period of 4 Weeks, We could be able to see following: for reported issue of outlet DC1, we could see that most of them are due to temperature Sensor Error. PLC-Error-Flag 'Outlet_DC1_codes' changed to true - (DC1 Outlet not ready - charging cable temperature sensor err) 2024-07-25T16:09:02.906061+00:00 sicharge-cp [local0:err] sicharge-cp-backend/7ece98de7334[699]: PLC-Error-Flag 'DC1_CableTempSensor_XD100' changed to true - (VIV:0 PLE:1 KON:1) VIV:0 - in case of an invalid sensor reading PLE:1 - in case of a plausibility error (temperature difference between +/- too high) KON:1 - Contact Temp sensor is fine Suspected root cause can be - Water ingress on CCS Plug leading to wrong CP readings (HW Problem) - Corrosion of connector blades We can have a visual inspection. We can measure CP pin to ground. If Voltage is different from constant 12V DC, the cable must be replaced. Report the findin",1,ed4338e4-4756-ef11-bfe3-002248a44b33.json
0372602_DC2,0372602,00b450c2-fd52-ef11-a81c-6045bde11edb,grYPwb,MP / P3 170000420,DC2,DC2_CABLETEMPSENSOR_XD101,2024-08-06T06:42:08Z,additional_info,2024-08-05T07:38:52Z,2024-08-06T06:42:08Z,,REVIEW,failure/error language; completed repair/resolution evidence,,,,,,ID0372602-DC/SICD/DE-[MP / P3 170000420]-Outlet Error DC2,"Reported behavior/issue:
The outlet 2 of the charger grYPwb is out of service. The charger shows an error flag.
Root cause:
Solution:
Problem
resolved by on-site intervention
On DAMEX Sanctioned List:
Warranty Status: yes
Kind regards,
Marius Schneider
Software Version: v4.0.11-0-g0b7d164+SF-RETOPICS (PRODUCTION)
OCPP Backend Connection: Yes",Solution: Problem resolved by on-site intervention,Problem resolved by on-site intervention,Yes,2024-10-14T14:24:14Z,"RE: 0372602 - ID0372602-DC/SICD/DE-[MP / P3 170000420]-Outlet Error DC2 CRM:00373000232 Dear Marius , Since your issue has been resolved, we will be proceeding with closing the service ticket# 0372602. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you With best regards, eMobility Tech Support Team - Vikas Khiladkar Please do not change the subject of this Email when replying to it.",,No,,additional_info[11].body; additional_info[12].body; additional_info[9].body,"RE: AW: ID0372602-DC/SICD/DE-[MP / P3 170000420]-Outlet Error DC2 CRM:01282000438 Hello, The PLC-Error-Flag 'DC2_CableTempSensor_XD101 error is observed to be occurring and going away multiple times. We see a plausibility error to be true, We will plan a site visit to inspect ahead. With best regards, eMobility Tech Support Team - Vaishnavy Gurav Please do not change the subject of this Email when replying to it.",3,00b450c2-fd52-ef11-a81c-6045bde11edb.json
0371199_DC4,0371199,b1e72a1b-202c-420a-8d63-155f89f57837,EHpjBf,MP / R3 170001645,DC4,DC4_CABLETEMPSENSOR; DC4_CABLETEMPSENSOR_XD240,2024-07-26T23:20:46Z,ticket_created,2024-07-26T23:20:46Z,2024-07-26T23:20:46Z,,POSITIVE_HIGH,exact CableTempSensor fault code in title/description; failure/error language; diagnostic fault flags; completed repair/resolution evidence,,,,,,ID0371199-DC/Si-D/DK-[EHpjBf] Proactive-DC4_CableTempSensor,"Reported behaviour/issue:
PLC-Dispenser-Error-Flag 'DC4_CableTempSensor_XD240' changed to true - (VIV:0 PLE:1 KON:1)
Root cause:
Solution: N
o activity. We don't see the problem anymore.
On DAMEX Sanctioned List: Siemens Employee
Warranty Status: Active",Solution: N o activity. We don't see the problem anymore.,N o activity. We don't see the problem anymore.,Yes,2024-09-24T01:34:14Z,"RE: ID0371199-DC/Si-D/DK-[EHpjBf] Proactive-DC4_CableTempSensor CRM:00798001066 Dear Martin, Since your issue has been resolved, we will be proceeding with closing the service ticket# 0371199. If you need any further assistance, please do reach back out to us by sending a new email to emobility_support.si@siemens.com . Kindly note that email responses to closed tickets are not monitored. Thank you. With best regards, eMobility Tech Support Team - Shrey Sharma Please do not change the subject of this Email when replying to it.",VIV:0; PLE:1; KON:1,No,,additional_info[10].subject; additional_info[12].subject; additional_info[13].body; additional_info[4].body; additional_info[4].subject; additional_info[8].subject; additional_info[9].subject; description; title,ID0371199-DC/Si-D/DK-[EHpjBf] Proactive-DC4_CableTempSensor Reported behaviour/issue: PLC-Dispenser-Error-Flag 'DC4_CableTempSensor_XD240' changed to true - (VIV:0 PLE:1 KON:1) Root cause: Solution: N o activity. We don't see the problem anymore. On DAMEX Sanctioned List: Siemens Employee Warranty Status: Active,9,b1e72a1b-202c-420a-8d63-155f89f57837.json
0371129_UNKNOWN,0371129,73504137-324b-ef11-bfe3-000d3a67b152,t2lREy,MP / R8 170002509,,,2024-07-26T13:38:43Z,additional_info,2024-07-26T09:34:13Z,2024-07-26T13:38:43Z,,REVIEW,sensor/troubleshooting evidence,,,,,,ID0371129-DC/Si-D/FR-[MP / R8 170002509] SECC_DC2_MB_Problem_KF11,"Reported behavior/issue:
SECC_DC2_MB_Problem_KF11
Root cause:
Solution:
On DAMEX Sanctioned List:
Warranty Status:
2024-13-08 : Notes from L2 to RC",Solution:,On DAMEX Sanctioned List:,No,,,,No,,additional_info[6].body,"ID0371129-DC/Si-D/FR-[MP / R8 170002509] SECC_DC2_MB_Problem_KF11 CRM:00642001355 Hello Team, Hope you are doing great. As we received case from an end customer, we found the error ""SECC_KF11_GenData_MB_Problem"" and ""DC2_CableTempSensorXD101"". Kindly check following points which we have mentioned- Regarding error""SECC_DC2_MB_Problem_KF11"". Check if SECC2300 of dispenser is available & connected Restart the SECC, usually this solves this problem. Basically error ""SECC_DC2_MB_Problem"" indicates the Modbus connection problem. Checked the cables and connections. We can try rebooting only the SECC once. If still issue persists then we try to be replacing the SECC. And regarding error "" DC2_CableTempSensorXD101 "", please check the r",1,73504137-324b-ef11-bfe3-000d3a67b152.json
0369734_DC1,0369734,11fe7ee5-0245-ef11-a316-000d3a67b152,mSS9T9,MP / R6 170002075,DC1,DC1_CABLETEMPSENSOR,2024-07-18T12:40:25Z,ticket_created,2024-07-18T12:40:25Z,2024-07-18T12:40:25Z,,POSITIVE_MEDIUM,failure/error language,,,,,,ID0369734-DC/Si-D/FR[170002075&170001300] - CableTempSensor & FB1 or FC5 tripping,"Reported behaviour/issue:
Chargers are unavailable in backend
Root cause:
For 1300, there are multiple reboots, the MCCB is not working properly, and has a lot of
RCD_FB1_or_MCB_FC5_AC_Charging
For 2075, it has several CableTempSensor, but not during session, so cable issue or wiring in StateMonitor
Solution:
On DAMEX Sanctioned List:
No
Warranty Status:
Active","For 1300, there are multiple reboots, the MCCB is not working properly, and has a lot of RCD_FB1_or_MCB_FC5_AC_Charging For 2075, it has several CableTempSensor, but not during session, so cable issue or wiring in StateMonitor",On DAMEX Sanctioned List: No,No,,,,No,,additional_info[11].subject; additional_info[12].subject; additional_info[8].subject; additional_info[9].body; additional_info[9].subject; description; title,"ID0369734-DC/Si-D/FR[170002075&170001300] - CableTempSensor & FB1 or FC5 tripping Reported behaviour/issue: Chargers are unavailable in backend Root cause: For 1300, there are multiple reboots, the MCCB is not working properly, and has a lot of RCD_FB1_or_MCB_FC5_AC_Charging For 2075, it has several CableTempSensor, but not during session, so cable issue or wiring in StateMonitor Solution: On DAMEX Sanctioned List: No Warranty Status: Active",7,11fe7ee5-0245-ef11-a316-000d3a67b152.json
0369384_UNKNOWN,0369384,e626fb7c-1e44-ef11-a316-000d3ab06f45,053Wej,Y2 / R3 312719454/02,,,2024-07-18T11:55:47Z,additional_info,2024-07-17T09:25:30Z,2024-07-18T11:55:47Z,,MENTION_ONLY,CableTempSensor appears only in generic/Knowledge Article context,,,,,,ID0369384-DC/Si-D/FR-[Y2 / R3 312719454/02] The load cuts off unexpectedly and randomly,"Reported behavior/issue:
The load cuts off unexpectedly and randomly.
Root cause:
Solution:
On DAMEX Sanctioned List:
Warranty Status:",Solution:,On DAMEX Sanctioned List:,No,,,,No,,additional_info[6].body,"0369384 - ID0369384-DC/Si-D/FR-[Y2 / R3 312719454/02] The load cuts off unexpectedly and randomly CRM:00641000597 Dear Team, Hope you are doing well, Upon reviewing the logs on SCB, I've detected anomalies related to the CableTempSensor error of the DC1 cable. This error has recurred multiple times over the past week. Therefore, we suggest examining the cable temperature sensor of outlet DC1 and, if necessary, replacing the cable. Please refer to the attached snapshot of the continuous error occurrences for further details. And the error which has been generated that are, 'KON:'1: → in case the contact temperature sensors are not okay, RNE:'0 → in case of an sensor reading outside the defined operation range 'VIV:'0 → in case",1,e626fb7c-1e44-ef11-a316-000d3ab06f45.json
0368865_DC4,0368865,1874706c-8342-ef11-a316-000d3abae760,E7gWMK,MP / S2 170003301,DC4,DC4_CABLETEMPSENSOR_XD240,2024-07-16T07:29:43Z,additional_info,2024-07-15T08:22:52Z,2024-07-16T07:29:43Z,,REVIEW,failure/error language; diagnostic fault flags; completed repair/resolution evidence,,,,,,ID0368865-DC/Si-D/IE[170003301] - EcoG ERR69 patch request,"Reported behaviour/issue: EcoG DC4 not working
Root cause:
Update unsuccessfull
Solution:
Replace EcoG LE KF212
On DAMEX Sanctioned List:
Siemens
Warranty Status:
Active
NOTE TO QM in Timeline (information in red requested from RC)
-----------------------------//-----------------------------------
Reported behaviour/issue: ERR69 patch request
Root cause:
Modbus timeout → Specific EVs issue
Solution:
Apply hotfix
On DAMEX Sanctioned List:
Siemens
Warranty Status:
Active",Update unsuccessfull,Replace EcoG LE KF212,Yes,2024-07-16T07:29:43Z,"ID0368865-DC/Si-D/IE[170003301] - EcoG ERR69 patch request CRM:00315001593 Hello ﻿Jason,﻿ Thank you for reaching out to eMobility Support. My name is Francisco , and I will be assisting you with your following query today: Product : Sicharge D - Charging Center Main Asset : MP / S2 170003301 ChargerID/Serial No. : E7gWMK Problem Description : ERR 69 patch request Troubleshooting : Yesterday I performed the patch update for every outlet. All the outlets except the Disp2 outlet, worked completely fine For Disp2 the FW wasn't applied successfully and as such it made the EcoG faulty. With the assistance from R&D, we tried some remote commands to try and bring the EcoG back to operation. Unsuccessfully. After the engineer went on-site with a spare EcoG module, we still tested some scenarios to see if the EcoG module was really faulty. Unsuccessfully, we had to replace the EcoG module to have the outlet working again. Again, I'm really sorry for the inconvience caused. Defective part name/MLFB: EcoG LE dispenser Component serial number: Please provide me this Logs with marked error (CSV format preferred): Error polling coap://10.20.17.103:5683/state Error: No reply in 4.25s PLC-Dispen...",VIV:0; RNE:1; KON:1,No,,additional_info[5].body; additional_info[7].body,"eally faulty. Unsuccessfully, we had to replace the EcoG module to have the outlet working again. Again, I'm really sorry for the inconvience caused. Defective part name/MLFB: EcoG LE dispenser Component serial number: Please provide me this Logs with marked error (CSV format preferred): Error polling coap://10.20.17.103:5683/state Error: No reply in 4.25s PLC-Dispenser-Error-Flag 'SECC_DC4_MB_Problem_KF212' initial value true - (loss of communication DC4 and SECC) PLC-Dispenser-Error-Flag 'DC4_CableTempSensor_XD240' initial value true - (VIV:0 RNE:1 KON:1) Consequence of not having SECC DC4 communication Active error flags before replacement: SECC_DC4_MB_Problem_KF212 Device-specific error code (if applicable): Error while fetching APIs Outcome of wiring checkup: Not an issue since the charger was completely fine, it only stopped working after a failed update Commissioning checklist: Please provide me this Commissioning date: Please provide me this Field service report: Please provide me this Date o",2,1874706c-8342-ef11-a316-000d3abae760.json
